MonthYear;GDP;Export;Import;Inflation;Variations Inflation (%) ;Interest rate on bank loans;Variations Interest rates on bank loans(%);Government Spending (% of GDP);HouseHold Taxes;Debt to Income Ratio (%);New mortgages ;Part of mortgage already paid;Mortgages (Million of Livre);Corporation tax Rate;Household Tax Rate;Deposits for households;Interest rates on government bonds;Housing wealth;Residential mortgage LTV ratio (%);Housing stock;Annual business investment (million livre);% growth;Private pension wealth (billion Livres);Total wealth (billion Livres);UK National debt en % de GDP;UK National debt en Livres;Nominal demand for GB (ICPF);Nominal demand for GB (Rest of the World ou Overseas);Nominal demand for GB (CB);Interest rates on deposits (%);UK government bonds issued by Central Government (in sterling millions);Interest rates Mortgages 3 years (%);Bank bond supply ;Government transfer to households;% of net disposable income;Annuities ;Bank Dividend (in sterling millions)
01/10/1957;;;;;;;;36.17395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/11/1957;;;;;;;;36.17395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/12/1957;;;;;;;;36.17395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/1958;;;;;;;;37.61558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/02/1958;;;;;;;;37.61558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/03/1958;;;;;;;;37.61558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/1958;;;;;;;;37.61558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/05/1958;;;;;;;;37.61558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/1958;;;;;;;;37.61558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/07/1958;;;;;;;;37.61558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/08/1958;;;;;;;;37.61558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/09/1958;;;;;;;;37.61558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/10/1958;;;;;;;;37.61558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/11/1958;;;;;;;;37.61558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/12/1958;;;;;;;;37.61558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/1959;;;;;;;;36.160759999999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/02/1959;;;;;;;;36.160759999999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/03/1959;;;;;;;;36.160759999999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/1959;;;;;;;;36.160759999999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/05/1959;;;;;;;;36.160759999999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/1959;;;;;;;;36.160759999999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/07/1959;;;;;;;;36.160759999999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/08/1959;;;;;;;;36.160759999999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/09/1959;;;;;;;;36.160759999999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/10/1959;;;;;;;;36.160759999999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/11/1959;;;;;;;;36.160759999999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/12/1959;;;;;;;;36.160759999999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/1960;6027337253.5;1218001792.25;1301464394.4166667;1.0;;;;36.83313;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;476159643.0;;;
01/02/1960;6027337253.5;1218001792.25;1301464394.4166667;1.0;;;;36.83313;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;476159643.0;;;
01/03/1960;6027337253.5;1218001792.25;1301464394.4166667;1.0;;;;36.83313;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;476159643.0;;;
01/04/1960;6027337253.5;1218001792.25;1301464394.4166667;1.0;;;;36.83313;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;476159643.0;;;
01/05/1960;6027337253.5;1218001792.25;1301464394.4166667;1.0;;;;36.83313;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;476159643.0;;;
01/06/1960;6027337253.5;1218001792.25;1301464394.4166667;1.0;;;;36.83313;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;476159643.0;;;
01/07/1960;6027337253.5;1218001792.25;1301464394.4166667;1.0;;;;36.83313;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;476159643.0;;;
01/08/1960;6027337253.5;1218001792.25;1301464394.4166667;1.0;;;;36.83313;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;476159643.0;;;
01/09/1960;6027337253.5;1218001792.25;1301464394.4166667;1.0;;;;36.83313;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;476159643.0;;;
01/10/1960;6027337253.5;1218001792.25;1301464394.4166667;1.0;;;;36.83313;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;476159643.0;;;
01/11/1960;6027337253.5;1218001792.25;1301464394.4166667;1.0;;;;36.83313;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;476159643.0;;;
01/12/1960;6027337253.5;1218001792.25;1301464394.4166667;1.0;;;;36.83313;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;476159643.0;;;
01/01/1961;6391196719.666667;1271545295.0833333;1293571235.1666667;3.45;245.0;;;35.13236;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;504904540.8333333;;;
01/02/1961;6391196719.666667;1271545295.0833333;1293571235.1666667;3.45;245.0;;;35.13236;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;504904540.8333333;;;
01/03/1961;6391196719.666667;1271545295.0833333;1293571235.1666667;3.45;245.0;;;35.13236;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;504904540.8333333;;;
01/04/1961;6391196719.666667;1271545295.0833333;1293571235.1666667;3.45;245.0;;;35.13236;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;504904540.8333333;;;
01/05/1961;6391196719.666667;1271545295.0833333;1293571235.1666667;3.45;245.0;;;35.13236;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;504904540.8333333;;;
01/06/1961;6391196719.666667;1271545295.0833333;1293571235.1666667;3.45;245.0;;;35.13236;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;504904540.8333333;;;
01/07/1961;6391196719.666667;1271545295.0833333;1293571235.1666667;3.45;245.0;;;35.13236;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;504904540.8333333;;;
01/08/1961;6391196719.666667;1271545295.0833333;1293571235.1666667;3.45;245.0;;;35.13236;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;504904540.8333333;;;
01/09/1961;6391196719.666667;1271545295.0833333;1293571235.1666667;3.45;245.0;;;35.13236;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;504904540.8333333;;;
01/10/1961;6391196719.666667;1271545295.0833333;1293571235.1666667;3.45;245.0;;;35.13236;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;504904540.8333333;;;
01/11/1961;6391196719.666667;1271545295.0833333;1293571235.1666667;3.45;245.0;;;35.13236;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;504904540.8333333;;;
01/12/1961;6391196719.666667;1271545295.0833333;1293571235.1666667;3.45;245.0;;;35.13236;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;504904540.8333333;;;
01/01/1962;6716828302.916667;1304616282.0833333;1317927252.1666667;4.2;21.74;;;37.205529999999996;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;530629435.9166667;;;
01/02/1962;6716828302.916667;1304616282.0833333;1317927252.1666667;4.2;21.74;;;37.205529999999996;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;530629435.9166667;;;
01/03/1962;6716828302.916667;1304616282.0833333;1317927252.1666667;4.2;21.74;;;37.205529999999996;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;530629435.9166667;;;
01/04/1962;6716828302.916667;1304616282.0833333;1317927252.1666667;4.2;21.74;;;37.205529999999996;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;530629435.9166667;;;
01/05/1962;6716828302.916667;1304616282.0833333;1317927252.1666667;4.2;21.74;;;37.205529999999996;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;530629435.9166667;;;
01/06/1962;6716828302.916667;1304616282.0833333;1317927252.1666667;4.2;21.74;;;37.205529999999996;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;530629435.9166667;;;
01/07/1962;6716828302.916667;1304616282.0833333;1317927252.1666667;4.2;21.74;;;37.205529999999996;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;530629435.9166667;;;
01/08/1962;6716828302.916667;1304616282.0833333;1317927252.1666667;4.2;21.74;;;37.205529999999996;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;530629435.9166667;;;
01/09/1962;6716828302.916667;1304616282.0833333;1317927252.1666667;4.2;21.74;;;37.205529999999996;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;530629435.9166667;;;
01/10/1962;6716828302.916667;1304616282.0833333;1317927252.1666667;4.2;21.74;;;37.205529999999996;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;530629435.9166667;;;
01/11/1962;6716828302.916667;1304616282.0833333;1317927252.1666667;4.2;21.74;;;37.205529999999996;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;530629435.9166667;;;
01/12/1962;6716828302.916667;1304616282.0833333;1317927252.1666667;4.2;21.74;;;37.205529999999996;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;530629435.9166667;;;
01/01/1963;7120313889.166667;1375932594.0833333;1404300658.3333333;2.02;-51.9;;;40.87449;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;562504797.25;;;
01/02/1963;7120313889.166667;1375932594.0833333;1404300658.3333333;2.02;-51.9;;;40.87449;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;562504797.25;;;
01/03/1963;7120313889.166667;1375932594.0833333;1404300658.3333333;2.02;-51.9;;;40.87449;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;562504797.25;;;
01/04/1963;7120313889.166667;1375932594.0833333;1404300658.3333333;2.02;-51.9;;;40.87449;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;562504797.25;;;
01/05/1963;7120313889.166667;1375932594.0833333;1404300658.3333333;2.02;-51.9;;;40.87449;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;562504797.25;;;
01/06/1963;7120313889.166667;1375932594.0833333;1404300658.3333333;2.02;-51.9;;;40.87449;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;562504797.25;;;
01/07/1963;7120313889.166667;1375932594.0833333;1404300658.3333333;2.02;-51.9;;;40.87449;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;562504797.25;;;
01/08/1963;7120313889.166667;1375932594.0833333;1404300658.3333333;2.02;-51.9;;;40.87449;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;562504797.25;;;
01/09/1963;7120313889.166667;1375932594.0833333;1404300658.3333333;2.02;-51.9;;;40.87449;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;562504797.25;;;
01/10/1963;7120313889.166667;1375932594.0833333;1404300658.3333333;2.02;-51.9;;;40.87449;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;562504797.25;;;
01/11/1963;7120313889.166667;1375932594.0833333;1404300658.3333333;2.02;-51.9;;;40.87449;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;562504797.25;;;
01/12/1963;7120313889.166667;1375932594.0833333;1404300658.3333333;2.02;-51.9;;;40.87449;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;562504797.25;;;
01/01/1964;7782299901.166667;1457597701.5;1589676405.9166667;3.28;62.38;;;35.94127;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;614801692.1666666;;;
01/02/1964;7782299901.166667;1457597701.5;1589676405.9166667;3.28;62.38;;;35.94127;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;614801692.1666666;;;
01/03/1964;7782299901.166667;1457597701.5;1589676405.9166667;3.28;62.38;;;35.94127;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;614801692.1666666;;;
01/04/1964;7782299901.166667;1457597701.5;1589676405.9166667;3.28;62.38;;;35.94127;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;614801692.1666666;;;
01/05/1964;7782299901.166667;1457597701.5;1589676405.9166667;3.28;62.38;;;35.94127;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;614801692.1666666;;;
01/06/1964;7782299901.166667;1457597701.5;1589676405.9166667;3.28;62.38;;;35.94127;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;614801692.1666666;;;
01/07/1964;7782299901.166667;1457597701.5;1589676405.9166667;3.28;62.38;;;35.94127;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;614801692.1666666;;;
01/08/1964;7782299901.166667;1457597701.5;1589676405.9166667;3.28;62.38;;;35.94127;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;614801692.1666666;;;
01/09/1964;7782299901.166667;1457597701.5;1589676405.9166667;3.28;62.38;;;35.94127;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;614801692.1666666;;;
01/10/1964;7782299901.166667;1457597701.5;1589676405.9166667;3.28;62.38;;;35.94127;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;614801692.1666666;;;
01/11/1964;7782299901.166667;1457597701.5;1589676405.9166667;3.28;62.38;;;35.94127;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;614801692.1666666;;;
01/12/1964;7782299901.166667;1457597701.5;1589676405.9166667;3.28;62.38;;;35.94127;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;614801692.1666666;;;
01/01/1965;8383000000.0;1551861160.75;1625759504.6666667;4.77;45.43;;;37.578520000000005;14.536;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;662257000.0;;;
01/02/1965;8383000000.0;1551861160.75;1625759504.6666667;4.77;45.43;;;37.578520000000005;14.536;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;662257000.0;;;
01/03/1965;8383000000.0;1551861160.75;1625759504.6666667;4.77;45.43;;;37.578520000000005;14.536;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;662257000.0;;;
01/04/1965;8383000000.0;1551861160.75;1625759504.6666667;4.77;45.43;;;37.578520000000005;14.536;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;662257000.0;;;
01/05/1965;8383000000.0;1551861160.75;1625759504.6666667;4.77;45.43;;;37.578520000000005;14.536;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;662257000.0;;;
01/06/1965;8383000000.0;1551861160.75;1625759504.6666667;4.77;45.43;;;37.578520000000005;14.536;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;662257000.0;;;
01/07/1965;8383000000.0;1551861160.75;1625759504.6666667;4.77;45.43;;;37.578520000000005;14.536;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;662257000.0;;;
01/08/1965;8383000000.0;1551861160.75;1625759504.6666667;4.77;45.43;;;37.578520000000005;14.536;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;662257000.0;;;
01/09/1965;8383000000.0;1551861160.75;1625759504.6666667;4.77;45.43;;;37.578520000000005;14.536;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;662257000.0;;;
01/10/1965;8383000000.0;1551861160.75;1625759504.6666667;4.77;45.43;;;37.578520000000005;14.536;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;662257000.0;;;
01/11/1965;8383000000.0;1551861160.75;1625759504.6666667;4.77;45.43;;;37.578520000000005;14.536;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;662257000.0;;;
01/12/1965;8383000000.0;1551861160.75;1625759504.6666667;4.77;45.43;;;37.578520000000005;14.536;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;662257000.0;;;
01/01/1966;8924250000.0;1673572791.25;1686647934.3333333;3.91;-18.03;;;38.76579;14.582;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;705015750.0;;;
01/02/1966;8924250000.0;1673572791.25;1686647934.3333333;3.91;-18.03;;;38.76579;14.582;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;705015750.0;;;
01/03/1966;8924250000.0;1673572791.25;1686647934.3333333;3.91;-18.03;;;38.76579;14.582;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;705015750.0;;;
01/04/1966;8924250000.0;1673572791.25;1686647934.3333333;3.91;-18.03;;;38.76579;14.582;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;705015750.0;;;
01/05/1966;8924250000.0;1673572791.25;1686647934.3333333;3.91;-18.03;;;38.76579;14.582;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;705015750.0;;;
01/06/1966;8924250000.0;1673572791.25;1686647934.3333333;3.91;-18.03;;;38.76579;14.582;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;705015750.0;;;
01/07/1966;8924250000.0;1673572791.25;1686647934.3333333;3.91;-18.03;;;38.76579;14.582;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;705015750.0;;;
01/08/1966;8924250000.0;1673572791.25;1686647934.3333333;3.91;-18.03;;;38.76579;14.582;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;705015750.0;;;
01/09/1966;8924250000.0;1673572791.25;1686647934.3333333;3.91;-18.03;;;38.76579;14.582;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;705015750.0;;;
01/10/1966;8924250000.0;1673572791.25;1686647934.3333333;3.91;-18.03;;;38.76579;14.582;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;705015750.0;;;
01/11/1966;8924250000.0;1673572791.25;1686647934.3333333;3.91;-18.03;;;38.76579;14.582;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;705015750.0;;;
01/12/1966;8924250000.0;1673572791.25;1686647934.3333333;3.91;-18.03;;;38.76579;14.582;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;705015750.0;;;
01/01/1967;9265416666.666666;1711889069.75;1808122791.0833333;2.48;-36.57;2.54;;43.15382;14.077;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;731967916.6666666;;;
01/02/1967;9265416666.666666;1711889069.75;1808122791.0833333;2.48;-36.57;2.54;;43.15382;14.077;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;731967916.6666666;;;
01/03/1967;9265416666.666666;1711889069.75;1808122791.0833333;2.48;-36.57;2.54;;43.15382;14.077;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;731967916.6666666;;;
01/04/1967;9265416666.666666;1711889069.75;1808122791.0833333;2.48;-36.57;2.54;;43.15382;14.077;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;731967916.6666666;;;
01/05/1967;9265416666.666666;1711889069.75;1808122791.0833333;2.48;-36.57;2.54;;43.15382;14.077;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;731967916.6666666;;;
01/06/1967;9265416666.666666;1711889069.75;1808122791.0833333;2.48;-36.57;2.54;;43.15382;14.077;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;731967916.6666666;;;
01/07/1967;9265416666.666666;1711889069.75;1808122791.0833333;2.48;-36.57;2.54;;43.15382;14.077;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;731967916.6666666;;;
01/08/1967;9265416666.666666;1711889069.75;1808122791.0833333;2.48;-36.57;2.54;;43.15382;14.077;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;731967916.6666666;;;
01/09/1967;9265416666.666666;1711889069.75;1808122791.0833333;2.48;-36.57;2.54;;43.15382;14.077;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;731967916.6666666;;;
01/10/1967;9265416666.666666;1711889069.75;1808122791.0833333;2.48;-36.57;2.54;;43.15382;14.077;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;731967916.6666666;;;
01/11/1967;9265416666.666666;1711889069.75;1808122791.0833333;2.48;-36.57;2.54;;43.15382;14.077;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;731967916.6666666;;;
01/12/1967;9265416666.666666;1711889069.75;1808122791.0833333;2.48;-36.57;2.54;;43.15382;14.077;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;731967916.6666666;;;
01/01/1968;8725250000.0;1806079926.3333333;1875599637.9166667;4.7;89.52;1.84;-27.56;43.55492;13.849;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;689294750.0;;;
01/02/1968;8725250000.0;1806079926.3333333;1875599637.9166667;4.7;89.52;1.84;-27.56;43.55492;13.849;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;689294750.0;;;
01/03/1968;8725250000.0;1806079926.3333333;1875599637.9166667;4.7;89.52;1.84;-27.56;43.55492;13.849;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;689294750.0;;;
01/04/1968;8725250000.0;1806079926.3333333;1875599637.9166667;4.7;89.52;1.84;-27.56;43.55492;13.849;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;689294750.0;;;
01/05/1968;8725250000.0;1806079926.3333333;1875599637.9166667;4.7;89.52;1.84;-27.56;43.55492;13.849;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;689294750.0;;;
01/06/1968;8725250000.0;1806079926.3333333;1875599637.9166667;4.7;89.52;1.84;-27.56;43.55492;13.849;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;689294750.0;;;
01/07/1968;8725250000.0;1806079926.3333333;1875599637.9166667;4.7;89.52;1.84;-27.56;43.55492;13.849;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;689294750.0;;;
01/08/1968;8725250000.0;1806079926.3333333;1875599637.9166667;4.7;89.52;1.84;-27.56;43.55492;13.849;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;689294750.0;;;
01/09/1968;8725250000.0;1806079926.3333333;1875599637.9166667;4.7;89.52;1.84;-27.56;43.55492;13.849;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;689294750.0;;;
01/10/1968;8725250000.0;1806079926.3333333;1875599637.9166667;4.7;89.52;1.84;-27.56;43.55492;13.849;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;689294750.0;;;
01/11/1968;8725250000.0;1806079926.3333333;1875599637.9166667;4.7;89.52;1.84;-27.56;43.55492;13.849;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;689294750.0;;;
01/12/1968;8725250000.0;1806079926.3333333;1875599637.9166667;4.7;89.52;1.84;-27.56;43.55492;13.849;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;689294750.0;;;
01/01/1969;9389750000.0;2017231826.9166667;1978629311.9166667;5.45;15.96;1.11;-39.67;42.33543;13.375;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;741790250.0;;;
01/02/1969;9389750000.0;2017231826.9166667;1978629311.9166667;5.45;15.96;1.11;-39.67;42.33543;13.375;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;741790250.0;;;
01/03/1969;9389750000.0;2017231826.9166667;1978629311.9166667;5.45;15.96;1.11;-39.67;42.33543;13.375;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;741790250.0;;;
01/04/1969;9389750000.0;2017231826.9166667;1978629311.9166667;5.45;15.96;1.11;-39.67;42.33543;13.375;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;741790250.0;;;
01/05/1969;9389750000.0;2017231826.9166667;1978629311.9166667;5.45;15.96;1.11;-39.67;42.33543;13.375;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;741790250.0;;;
01/06/1969;9389750000.0;2017231826.9166667;1978629311.9166667;5.45;15.96;1.11;-39.67;42.33543;13.375;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;741790250.0;;;
01/07/1969;9389750000.0;2017231826.9166667;1978629311.9166667;5.45;15.96;1.11;-39.67;42.33543;13.375;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;741790250.0;;;
01/08/1969;9389750000.0;2017231826.9166667;1978629311.9166667;5.45;15.96;1.11;-39.67;42.33543;13.375;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;741790250.0;;;
01/09/1969;9389750000.0;2017231826.9166667;1978629311.9166667;5.45;15.96;1.11;-39.67;42.33543;13.375;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;741790250.0;;;
01/10/1969;9389750000.0;2017231826.9166667;1978629311.9166667;5.45;15.96;1.11;-39.67;42.33543;13.375;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;741790250.0;;;
01/11/1969;9389750000.0;2017231826.9166667;1978629311.9166667;5.45;15.96;1.11;-39.67;42.33543;13.375;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;741790250.0;;;
01/12/1969;9389750000.0;2017231826.9166667;1978629311.9166667;5.45;15.96;1.11;-39.67;42.33543;13.375;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;741790250.0;;;
01/01/1970;10889333333.333334;2325210503.1666665;2237637869.0;6.37;16.88;-1.93;-273.87;46.040890000000005;12.463;;;;;;;1788226521.9166667;;;;;;;;;63.99;6968084400.0;1881382788.0;1602659412.0;1602659412.0;;;;;860257333.3333334;;;
01/02/1970;10889333333.333334;2325210503.1666665;2237637869.0;6.37;16.88;-1.93;-273.87;46.040890000000005;12.463;;;;;;;1788226521.9166667;;;;;;;;;63.99;6968084400.0;1881382788.0;1602659412.0;1602659412.0;;;;;860257333.3333334;;;
01/03/1970;10889333333.333334;2325210503.1666665;2237637869.0;6.37;16.88;-1.93;-273.87;46.040890000000005;12.463;;;81.0;;;;1788226521.9166667;;;;;;;;;63.99;6968084400.0;1881382788.0;1602659412.0;1602659412.0;;;;;860257333.3333334;;;
01/04/1970;10889333333.333334;2325210503.1666665;2237637869.0;6.37;16.88;-1.93;-273.87;46.040890000000005;12.463;;;;;;;1788226521.9166667;;;;;;;;;63.99;6968084400.0;1881382788.0;1602659412.0;1602659412.0;;;;;860257333.3333334;;;
